dataset,setting,method,seed,split,metric,value,source
AB,hf500_lfx10,MF-DeepONet,388,test,rmse,0.009512001078487698,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_388/report.json
AB,hf500_lfx10,MF-DeepONet,388,test,r2,0.9936453271713301,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_388/report.json
AB,hf500_lfx10,MF-DeepONet,210,val,rmse,0.008031360281799802,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_210/report.json
AB,hf500_lfx10,MF-DeepONet,210,val,r2,0.9963521924998303,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_210/report.json
AB,hf500_lfx10,MF-DeepONet,210,test,rmse,0.008506394902130072,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_210/report.json
AB,hf500_lfx10,MF-DeepONet,210,test,r2,0.9949179317254953,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_210/report.json
AB,hf500_lfx10,MF-DeepONet,344,val,rmse,0.007639333633303374,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_344/report.json
AB,hf500_lfx10,MF-DeepONet,344,val,r2,0.9966996146570146,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_344/report.json
AB,hf500_lfx10,MF-DeepONet,344,test,rmse,0.007801067366811068,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_344/report.json
AB,hf500_lfx10,MF-DeepONet,344,test,r2,0.9957257741095545,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_344/report.json
AB,hf500_lfx10,MF-DeepONet,333,val,rmse,0.008172698314071901,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_333/report.json
AB,hf500_lfx10,MF-DeepONet,333,val,r2,0.9962226725878558,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_333/report.json
AB,hf500_lfx10,MF-DeepONet,333,test,rmse,0.008166776474825716,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_333/report.json
AB,hf500_lfx10,MF-DeepONet,333,test,r2,0.9953156347325356,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_333/report.json
AB,hf500_lfx10,MF-DeepONet,311,val,rmse,0.008265174478726576,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_311/report.json
AB,hf500_lfx10,MF-DeepONet,311,val,r2,0.9961367061127374,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_311/report.json
AB,hf500_lfx10,MF-DeepONet,311,test,rmse,0.008557388487971666,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_311/report.json
AB,hf500_lfx10,MF-DeepONet,311,test,r2,0.9948568177837435,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_311/report.json
AB,hf500_lfx10,MF-DeepONet,355,val,rmse,0.008368146320635624,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_355/report.json
AB,hf500_lfx10,MF-DeepONet,355,val,r2,0.9960398446239925,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_355/report.json
AB,hf500_lfx10,MF-DeepONet,355,test,rmse,0.009387044952127433,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_355/report.json
AB,hf500_lfx10,MF-DeepONet,355,test,r2,0.9938111891532098,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_355/report.json
AB,hf500_lfx10,MF-DeepONet,240,val,rmse,0.008452423995413417,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_240/report.json
AB,hf500_lfx10,MF-DeepONet,240,val,r2,0.995959675533493,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_240/report.json
AB,hf500_lfx10,MF-DeepONet,240,test,rmse,0.008634575001342007,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_240/report.json
AB,hf500_lfx10,MF-DeepONet,240,test,r2,0.994763617696722,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_240/report.json
AB,hf500_lfx10,MF-DeepONet,220,val,rmse,0.008133471342677315,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_220/report.json
AB,hf500_lfx10,MF-DeepONet,220,val,r2,0.9962588460794354,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_220/report.json
AB,hf500_lfx10,MF-DeepONet,220,test,rmse,0.008549848044268457,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_220/report.json
AB,hf500_lfx10,MF-DeepONet,220,test,r2,0.9948658777415701,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_220/report.json
AB,hf500_lfx10,MF-DeepONet,322,val,rmse,0.007696407515633389,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_322/report.json
AB,hf500_lfx10,MF-DeepONet,322,val,r2,0.996650115719166,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_322/report.json
AB,hf500_lfx10,MF-DeepONet,322,test,rmse,0.009837694427965463,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_322/report.json
AB,hf500_lfx10,MF-DeepONet,322,test,r2,0.9932027057384323,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_322/report.json
AB,hf500_lfx10,MF-DeepONet,399,val,rmse,0.008784447985727011,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_399/report.json
AB,hf500_lfx10,MF-DeepONet,399,val,r2,0.9956360210588354,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_399/report.json
AB,hf500_lfx10,MF-DeepONet,399,test,rmse,0.008917281157876088,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_399/report.json
AB,hf500_lfx10,MF-DeepONet,399,test,r2,0.9944151137253567,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_399/report.json
AB,hf500_lfx10,MF-DeepONet,200,val,rmse,0.007823599273420292,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_200/report.json
AB,hf500_lfx10,MF-DeepONet,200,val,r2,0.9965384796409978,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_200/report.json
AB,hf500_lfx10,MF-DeepONet,200,test,rmse,0.008859762769688213,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_200/report.json
AB,hf500_lfx10,MF-DeepONet,200,test,r2,0.9944869288084186,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_200/report.json
AB,hf500_lfx10,MF-DeepONet,366,val,rmse,0.008379463301896891,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_366/report.json
AB,hf500_lfx10,MF-DeepONet,366,val,r2,0.9960291260472721,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_366/report.json
AB,hf500_lfx10,MF-DeepONet,366,test,rmse,0.009310905973358105,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_366/report.json
AB,hf500_lfx10,MF-DeepONet,366,test,r2,0.9939111777507885,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_366/report.json
AB,hf500_lfx10,MF-DeepONet,250,val,rmse,0.007927947516067858,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_250/report.json
AB,hf500_lfx10,MF-DeepONet,250,val,r2,0.9964455269340101,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_250/report.json
AB,hf500_lfx10,MF-DeepONet,250,test,rmse,0.008312652570721977,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_250/report.json
AB,hf500_lfx10,MF-DeepONet,250,test,r2,0.99514679459137,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_250/report.json
AB,hf500_lfx10,MF-DeepONet,260,val,rmse,0.008403832788082034,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_260/report.json
AB,hf500_lfx10,MF-DeepONet,260,val,r2,0.9960059959572097,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_260/report.json
AB,hf500_lfx10,MF-DeepONet,260,test,rmse,0.007886313242419302,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_260/report.json
AB,hf500_lfx10,MF-DeepONet,260,test,r2,0.9956318508353978,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_260/report.json
AB,hf500_lfx10,MF-DeepONet,290,val,rmse,0.007984164185536073,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_290/report.json
AB,hf500_lfx10,MF-DeepONet,290,val,r2,0.9963949390369468,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_290/report.json
AB,hf500_lfx10,MF-DeepONet,290,test,rmse,0.00866744776130095,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_290/report.json
AB,hf500_lfx10,MF-DeepONet,290,test,r2,0.9947236708538271,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_290/report.json
AB,hf500_lfx10,MF-DeepONet,377,val,rmse,0.00826636860788462,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_377/report.json
AB,hf500_lfx10,MF-DeepONet,377,val,r2,0.9961355897164302,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_377/report.json
AB,hf500_lfx10,MF-DeepONet,377,test,rmse,0.010090737721068567,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_377/report.json
AB,hf500_lfx10,MF-DeepONet,377,test,r2,0.9928485311668701,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_377/report.json
AB,hf500_lfx10,MF-DeepONet,300,val,rmse,0.00863922475118491,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_300/report.json
AB,hf500_lfx10,MF-DeepONet,300,val,r2,0.9957791177216798,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_300/report.json
AB,hf500_lfx10,MF-DeepONet,300,test,rmse,0.009331580931698662,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_300/report.json
AB,hf500_lfx10,MF-DeepONet,300,test,r2,0.9938841071494057,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_300/report.json
AB,hf500_lfx10,MF-DeepONet,280,val,rmse,0.008605132051980866,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_280/report.json
AB,hf500_lfx10,MF-DeepONet,280,val,r2,0.995812365458025,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_280/report.json
AB,hf500_lfx10,MF-DeepONet,280,test,rmse,0.009127125063109792,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_280/report.json
AB,hf500_lfx10,MF-DeepONet,280,test,r2,0.994149170844187,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_280/report.json
AB,hf500_lfx10,MF-DeepONet,270,val,rmse,0.00845687715150968,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_270/report.json
AB,hf500_lfx10,MF-DeepONet,270,val,r2,0.9959554171254602,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_270/report.json
AB,hf500_lfx10,MF-DeepONet,270,test,rmse,0.008213558774316199,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_270/report.json
AB,hf500_lfx10,MF-DeepONet,270,test,r2,0.9952618134844067,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_270/report.json
AB,hf500_lfx10,MF-DeepONet,230,val,rmse,0.008256701693694753,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_230/report.json
AB,hf500_lfx10,MF-DeepONet,230,val,r2,0.9961446227226464,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_230/report.json
AB,hf500_lfx10,MF-DeepONet,230,test,rmse,0.008285409610762963,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_230/report.json
AB,hf500_lfx10,MF-DeepONet,230,test,r2,0.9951785531726504,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_230/report.json
AB,hf200_lfx10,MF-DeepONet,388,val,rmse,0.01448393758512526,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_388/report.json
AB,hf200_lfx10,MF-DeepONet,388,val,r2,0.9880176967998122,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_388/report.json
AB,hf200_lfx10,MF-DeepONet,388,test,rmse,0.013243332983615743,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_388/report.json
AB,hf200_lfx10,MF-DeepONet,388,test,r2,0.987681891878198,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_388/report.json
AB,hf200_lfx10,MF-DeepONet,210,val,rmse,0.013459385885770773,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_210/report.json
AB,hf200_lfx10,MF-DeepONet,210,val,r2,0.9896529271969835,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_210/report.json
AB,hf200_lfx10,MF-DeepONet,210,test,rmse,0.013046438914725208,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_210/report.json
AB,hf200_lfx10,MF-DeepONet,210,test,r2,0.9880454458268295,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_210/report.json
AB,hf200_lfx10,MF-DeepONet,344,val,rmse,0.013624521268844334,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_344/report.json
AB,hf200_lfx10,MF-DeepONet,344,val,r2,0.9893974698073758,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_344/report.json
AB,hf200_lfx10,MF-DeepONet,344,test,rmse,0.012610647324929844,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_344/report.json
AB,hf200_lfx10,MF-DeepONet,344,test,r2,0.9888307458182031,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_344/report.json
AB,hf200_lfx10,MF-DeepONet,333,val,rmse,0.013737672125268942,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_333/report.json
AB,hf200_lfx10,MF-DeepONet,333,val,r2,0.989220631736313,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_333/report.json
AB,hf200_lfx10,MF-DeepONet,333,test,rmse,0.01205118529525449,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_333/report.json
AB,hf200_lfx10,MF-DeepONet,333,test,r2,0.9897997940121859,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_333/report.json
AB,hf200_lfx10,MF-DeepONet,311,val,rmse,0.014718397833219527,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_311/report.json
AB,hf200_lfx10,MF-DeepONet,311,val,r2,0.9876266274128112,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_311/report.json
AB,hf200_lfx10,MF-DeepONet,311,test,rmse,0.01163487323978138,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_311/report.json
AB,hf200_lfx10,MF-DeepONet,311,test,r2,0.9904923600640446,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_311/report.json
AB,hf200_lfx10,MF-DeepONet,355,val,rmse,0.014430146982511077,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_355/report.json
AB,hf200_lfx10,MF-DeepONet,355,val,r2,0.9881065315472686,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_355/report.json
AB,hf200_lfx10,MF-DeepONet,355,test,rmse,0.012309498411405901,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_355/report.json
AB,hf200_lfx10,MF-DeepONet,355,test,r2,0.9893578315894379,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_355/report.json
AB,hf200_lfx10,MF-DeepONet,240,val,rmse,0.01486717197934069,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_240/report.json
AB,hf200_lfx10,MF-DeepONet,240,val,r2,0.9873752221180855,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_240/report.json
AB,hf200_lfx10,MF-DeepONet,240,test,rmse,0.011708063177167176,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_240/report.json
AB,hf200_lfx10,MF-DeepONet,240,test,r2,0.9903723669631218,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_240/report.json
AB,hf200_lfx10,MF-DeepONet,220,val,rmse,0.015216407843763831,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_220/report.json
AB,hf200_lfx10,MF-DeepONet,220,val,r2,0.9867751335319042,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_220/report.json
AB,hf200_lfx10,MF-DeepONet,220,test,rmse,0.011748972608222667,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_220/report.json
AB,hf200_lfx10,MF-DeepONet,220,test,r2,0.9903049691222223,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_220/report.json
AB,hf200_lfx10,MF-DeepONet,322,val,rmse,0.015194707697482246,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_322/report.json
AB,hf200_lfx10,MF-DeepONet,322,val,r2,0.986812826646786,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_322/report.json
AB,hf200_lfx10,MF-DeepONet,322,test,rmse,0.013851219103738134,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_322/report.json
AB,hf200_lfx10,MF-DeepONet,322,test,r2,0.9865251042980607,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_322/report.json
AB,hf200_lfx10,MF-DeepONet,399,val,rmse,0.014550199085902491,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_399/report.json
AB,hf200_lfx10,MF-DeepONet,399,val,r2,0.9879078121064994,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_399/report.json
AB,hf200_lfx10,MF-DeepONet,399,test,rmse,0.012802356105369358,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_399/report.json
AB,hf200_lfx10,MF-DeepONet,399,test,r2,0.9884885714976603,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_399/report.json
AB,hf200_lfx10,MF-DeepONet,200,val,rmse,0.014618501166046193,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_200/report.json
AB,hf200_lfx10,MF-DeepONet,200,val,r2,0.9877940184576999,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_200/report.json
AB,hf200_lfx10,MF-DeepONet,200,test,rmse,0.013169115124899633,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_200/report.json
AB,hf200_lfx10,MF-DeepONet,200,test,r2,0.9878195704940209,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_200/report.json
AB,hf200_lfx10,MF-DeepONet,366,val,rmse,0.014872108918692974,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_366/report.json
AB,hf200_lfx10,MF-DeepONet,366,val,r2,0.9873668361101197,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_366/report.json
AB,hf200_lfx10,MF-DeepONet,366,test,rmse,0.013015992895288802,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_366/report.json
AB,hf200_lfx10,MF-DeepONet,366,test,r2,0.9881011765746122,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_366/report.json
AB,hf200_lfx10,MF-DeepONet,250,val,rmse,0.014138941014771674,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_250/report.json
AB,hf200_lfx10,MF-DeepONet,250,val,r2,0.9885817175758183,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_250/report.json
AB,hf200_lfx10,MF-DeepONet,250,test,rmse,0.01386322528229553,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_250/report.json
AB,hf200_lfx10,MF-DeepONet,250,test,r2,0.9865017342078747,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_250/report.json
AB,hf200_lfx10,MF-DeepONet,260,val,rmse,0.014749332811928258,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_260/report.json
AB,hf200_lfx10,MF-DeepONet,260,val,r2,0.9875745602961392,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_260/report.json
AB,hf200_lfx10,MF-DeepONet,260,test,rmse,0.011657082845833406,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_260/report.json
AB,hf200_lfx10,MF-DeepONet,260,test,r2,0.9904560274845972,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_260/report.json
AB,hf200_lfx10,MF-DeepONet,290,val,rmse,0.014204380365936499,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_290/report.json
AB,hf200_lfx10,MF-DeepONet,290,val,r2,0.9884757783630727,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_290/report.json
AB,hf200_lfx10,MF-DeepONet,290,test,rmse,0.013107585514583632,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_290/report.json
AB,hf200_lfx10,MF-DeepONet,290,test,r2,0.9879331250103923,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_290/report.json
AB,hf200_lfx10,MF-DeepONet,377,val,rmse,0.014165007847525158,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_377/report.json
AB,hf200_lfx10,MF-DeepONet,377,val,r2,0.9885395768208548,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_377/report.json
AB,hf200_lfx10,MF-DeepONet,377,test,rmse,0.013291632234327163,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_377/report.json
AB,hf200_lfx10,MF-DeepONet,377,test,r2,0.987591878236968,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_377/report.json
AB,hf200_lfx10,MF-DeepONet,300,val,rmse,0.014197679119451807,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_300/report.json
AB,hf200_lfx10,MF-DeepONet,300,val,r2,0.9884866494367852,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_300/report.json
AB,hf200_lfx10,MF-DeepONet,300,test,rmse,0.013715588290977763,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_300/report.json
AB,hf200_lfx10,MF-DeepONet,300,test,r2,0.9867877040129286,result_out/final_runs/comparisons/ab/mf_deeponet/hf200_lfx10/seed_300/report.json
